Category,File_ID,Shape,Style,Description,Image_Path,CAD_Path
Prongs,311_311_26096_S.3dm,Pear,Prong,"A high-profile, three-pronged setting designed for a pear-shaped stone. It features one tall central prong intended for the pointed end of the stone, and two wide, sweeping curved prongs that would embrace the rounded shoulders and belly of the stone. The base is structured to be integrated into a ring shank.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26096_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26096_S.3dm
Prongs,311_311_26097_S.3dm,Round/Cushion,Prong Basket (Peg Head),"A high-profile four-prong basket setting (peg head style) designed for a round or cushion-shaped stone, featuring open sides for maximum light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26097_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26097_S.3dm
Prongs,311_311_26098_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting designed for a round stone. It features prominent, curving prongs supported by a substantial central column and an open gallery structure beneath, allowing for significant light return.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26098_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26098_S.3dm
Prongs,311_311_26099_S.3dm,Round,Basket,"Wireframe model of a high-profile, 4-prong basket setting, designed to hold a round stone, with a prominent central structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26099_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26099_S.3dm
Prongs,311_311_26100_S.3dm,Round/Cushion,Basket,"A four-prong basket setting designed for a round or cushion-shaped stone, featuring a high profile where the prongs arch upwards from a central base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26100_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26100_S.3dm
Prongs,311_311_26101_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting designed for a round stone. Each of the four prongs appears to be a double-wire design, forming an open and elevated basket structure beneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26101_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_26101_S.3dm
Prongs,311_311_47416_S.3dm,Round,Basket,"A 4-prong basket setting designed for a round stone, rendered in a wireframe style, indicating a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47416_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47416_S.3dm
Prongs,311_311_47417_S.3dm,Princess,Basket,"A 4-prong basket setting with a high profile, designed to securely hold a princess or square-cut stone. The prongs are substantial and extend upwards from a structured base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47417_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47417_S.3dm
Prongs,311_311_47418_S.3dm,Round,Basket,"Wireframe model of a tall 4-prong basket setting, designed to hold a round stone, featuring additional internal supports within the basket.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47418_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47418_S.3dm
Prongs,311_311_47419_S.3dm,Round,Basket,"A 4-prong basket setting designed for a round stone, featuring a high profile for prominence.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47419_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47419_S.3dm
Prongs,311_311_47420_S.3dm,Round,Peg,"A 6-prong peg-style setting, likely for a round stone, with a high profile. The wireframe model shows six sturdy prongs curving upwards from a central base, ready to secure a gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47420_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47420_S.3dm
Prongs,311_311_47421_S.3dm,Round,Peg,"A 6-prong peg head setting designed for a round stone, featuring a high profile with distinct, individual prongs extending upwards from a central support structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47421_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47421_S.3dm
Prongs,311_311_47422_S.3dm,Round,Peg/Prong,"A high-profile, four-prong peg head setting designed for a round stone, featuring a supportive structure beneath the girdle for added stability.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47422_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47422_S.3dm
Prongs,311_311_47423_S.3dm,Cushion,Basket,"Wireframe model of a four-prong basket setting, designed for a cushion-shaped stone, with a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47423_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_47423_S.3dm
Prongs,311_311_61742_S.3dm,Round,Peg,"A 4-prong peg head setting with a high profile and an open basket design, suitable for a round stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_61742_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_61742_S.3dm
Prongs,311_311_61743_S.3dm,Round,Basket,"A 4-prong basket setting designed for a round stone, featuring a high profile with thick, curving prongs supported by a substantial base structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_61743_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_61743_S.3dm
Prongs,311_311_61744_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting designed for a round stone. The setting features multiple criss-crossing wires forming an intricate open basket structure below the prongs, providing support and maximizing light exposure to the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_61744_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\311_311_61744_S.3dm
Prongs,312_312_152_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting, wireframe model, designed to hold a round stone with open sides for light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_152_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_152_S.3dm
Prongs,312_312_154_S.3dm,Round,Basket,"A 3D wireframe render of a 4-prong basket setting designed for a round stone, featuring a high profile. The prongs curve upwards and inwards, supported by a structured basket base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_154_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_154_S.3dm
Prongs,312_312_159_S.3dm,Round,Basket,"A 6-prong basket setting designed for a round stone. The prongs are broad at the base and curve upwards, tapering slightly with rounded tips, creating a high-profile setting.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_159_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_159_S.3dm
Prongs,312_312_1630_S.3dm,Round,Basket,"A 4-prong basket setting designed for a round stone, featuring a high profile and an intricate wireframe structure that forms the prongs and supports beneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_1630_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_1630_S.3dm
Prongs,312_312_163_S.3dm,Round,Basket,"A 6-prong basket setting designed for a round stone, featuring an open gallery below the stone and a high profile. The prongs have rounded tops.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_163_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_163_S.3dm
Prongs,312_312_47427_S.3dm,Round,Basket,"A 4-prong high-profile basket setting designed for a round stone, featuring an open gallery for light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_47427_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_47427_S.3dm
Prongs,312_312_47431_S.3dm,Round,Peg,"An 8-prong peg head setting designed for a round stone, featuring robust prongs that extend upwards for a high-profile display. The individual prongs curve over to secure the stone, and the central structure indicates it's meant to be soldered onto a band.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_47431_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\312_312_47431_S.3dm
Prongs,314_314_164_S.3dm,Round,Peg Prong,"A high-profile, 8-prong peg setting. The prongs rise from a central base, flaring outwards before converging to secure a round or cushion-shaped stone. The individual prongs appear to have a rectangular cross-section.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_164_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_164_S.3dm
Prongs,314_314_166_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting, featuring four sweeping outer prongs and two taller, more central inner prongs, designed to elevate a round stone with an open under-gallery.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_166_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_166_S.3dm
Prongs,314_314_168_S.3dm,Round,Basket,"A high-profile basket setting designed for a round stone, featuring four prominent main prongs at the corners and four additional shorter, thinner prongs positioned between them, forming an 8-prong configuration.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_168_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_168_S.3dm
Prongs,314_314_171_S.3dm,Round,Basket,"A wireframe CAD model of a 6-prong basket setting, designed to hold a round stone. The setting features multiple structural supports beneath the stone, creating an open, cage-like appearance that would result in a high-profile display of the gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_171_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_171_S.3dm
Prongs,314_314_174_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting, likely for a round stone. It features sturdy, squared-off prongs extending upwards from a multi-layered wireframe basket base, providing significant elevation for the gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_174_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\314_314_174_S.3dm
Prongs,322_322_175_S.3dm,Round,Basket,"A 4-prong wireframe basket setting designed for a round stone, featuring a high profile with an open under-gallery structure below the stone's intended position.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_175_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_175_S.3dm
Prongs,322_322_178_S.3dm,Round,Prong,"A 6-prong setting, designed for a round brilliant stone, featuring distinct, curved prongs that extend upwards from a central base, indicating a high profile. The wireframe shows the structural support for the prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_178_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_178_S.3dm
Prongs,322_322_181_S.3dm,Round,Basket,"A 6-prong basket setting designed for a round stone. The prongs rise from a central structure, holding the stone high.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_181_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_181_S.3dm
Prongs,322_322_26129_S.3dm,Round,Prong,"A high-profile, 6-prong setting designed for a round stone. The prongs are slender and supported by an open gallery structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_26129_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_26129_S.3dm
Prongs,322_322_26130_S.3dm,Round,Basket,"A 4-prong basket setting, designed for a round stone, featuring four distinct prongs extending upwards from a structured basket base, resulting in a high-profile setting.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_26130_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_26130_S.3dm
Prongs,322_322_26133_S.3dm,Round,Basket,"A high-profile, six-prong basket setting designed for a round stone, with a detailed wireframe structure showing supporting bars beneath the stone's seat.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_26133_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_26133_S.3dm
Prongs,322_322_26136_S.3dm,Oval,Basket,"A high-profile, six-prong basket setting designed for an oval-shaped gemstone. The prongs extend upwards from a structured basket base, providing ample light exposure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_26136_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\322_322_26136_S.3dm
Prongs,334_334_274411_S.3dm,Square/Princess,Basket,"A 3D wireframe model of a four-prong basket setting, designed for a square or princess-cut stone. It features four tall, rectangular prongs extending upwards from a structured base with additional central support beams, suggesting a high-set profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_274411_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_274411_S.3dm
Prongs,334_334_274416_S.3dm,Round,Basket,"Wireframe CAD model of a high-profile basket setting. It features four main prongs designed to hold a round stone and an intricate crisscrossing support structure beneath. A prominent, tall central vertical element is present, extending above where the stone would sit, likely acting as an additional structural support or design feature rather than a conventional fifth prong for the main stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_274416_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_274416_S.3dm
Prongs,334_334_274420_S.3dm,Princess/Round,Basket Prong,"A 4-prong wireframe basket setting designed for a square or round stone, featuring a high profile with a supportive lattice-like structure beneath the stone's culet.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_274420_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_274420_S.3dm
Prongs,334_334_38956_S.3dm,Round,Prong,"A wireframe model of a high-profile 4-prong setting, designed for a round stone. It features four tall, rectangular-shaped prongs and a central U-shaped support structure beneath where the stone would rest, providing an open and elevated mount.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38956_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38956_S.3dm
Prongs,334_334_38958_S.3dm,Square,Basket,"Wireframe CAD render of a high-profile 4-prong basket setting, designed for a square or princess-cut stone. It features four distinct corner prongs and an intricate open basket structure beneath, supported by a central stem and radiating elements.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38958_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38958_S.3dm
Prongs,334_334_38962_S.3dm,Round,Basket,"A high profile 6-prong basket setting designed for a round stone, depicted as a yellow wireframe model.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38962_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38962_S.3dm
Prongs,334_334_38967_S.3dm,Princess/Square,Basket,"A four-prong basket setting with a high profile, designed to secure a square or princess-cut gemstone. The prongs rise from a central, open grid-like structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38967_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38967_S.3dm
Prongs,334_334_38976_S.3dm,Triangular/Trilliant,Basket,"A three-prong basket setting for a triangular or trilliant cut stone. The prongs are robust, with a square cross-section at the top. The sides of the basket feature an open, lattice-like design for light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38976_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38976_S.3dm
Prongs,334_334_38979_S.3dm,Cushion/Square,Prong,"An open wireframe, 4-prong setting with square-tipped prongs, designed for a cushion or square stone, featuring a high profile and an elevated structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38979_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38979_S.3dm
Prongs,334_334_38997_S.3dm,Round,Basket,"A high-profile, 4-prong wireframe basket setting with an intricate open gallery, designed to hold a round stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38997_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_38997_S.3dm
Prongs,334_334_39001_S.3dm,Trillion,Prong,"High-profile three-prong setting designed for a trilliant-cut stone, featuring wide, open wireframe prongs with an angular structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_39001_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_39001_S.3dm
Prongs,334_334_39005_S.3dm,Square/Princess,Basket,"A four-prong basket setting with a high profile, designed for a square or princess-cut stone. The setting features an open, geometric wireframe construction below the girdle, forming the basket, and four distinct square-tipped prongs at the corners. The base forms a central square column for attachment.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_39005_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\334_334_39005_S.3dm
Prongs,336_336_22393_S.3dm,Round,Basket,"A high-profile, 8-prong basket setting designed for a round stone. The prongs are substantial and rise from a central open framework, allowing maximum light to enter the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_22393_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_22393_S.3dm
Prongs,336_336_252056_S.3dm,Round,Basket,"An 8-prong basket setting, designed for a round stone. The setting features substantial, square-topped prongs supported by a complex, multi-tiered basket structure, resulting in a high profile to elevate the gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_252056_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_252056_S.3dm
Prongs,336_336_270_S.3dm,Square,Basket,"Wireframe design for a multi-stone cluster setting. It features a central square stone area supported by four prongs, surrounded by eight additional radiating arms each designed to hold a smaller square stone. The overall structure is open and elevated, indicating a high-profile setting.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_270_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_270_S.3dm
Prongs,336_336_272_S.3dm,Round,Basket,Wireframe CAD model of a 6-prong basket setting designed for a round main stone. The setting features an elevated profile with an intricate open-wire basket supporting the prongs.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_272_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_272_S.3dm
Prongs,336_336_275_S.3dm,Octagonal,Basket,"A wireframe rendering of an 8-prong basket setting. The design features an octagonal base with eight robust, square-profiled prongs that radiate outwards and upward, indicating a high profile for the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_275_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_275_S.3dm
Prongs,336_336_278_S.3dm,Round,Basket,"An 8-prong high-profile basket setting, featuring a complex open wireframe undergallery, designed to securely hold a round or cushion cut stone. The intricate structure provides robust support.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_278_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_278_S.3dm
Prongs,336_336_47395_S.3dm,Round,Basket,"A high-profile 8-prong basket setting for a round stone, featuring an intricate wireframe under-gallery design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_47395_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_47395_S.3dm
Prongs,336_336_47397_S.3dm,Round,Basket,"An elaborate 8-prong basket setting, likely for a round stone, with a high profile. The central prongs rise significantly, supported by a complex basket structure with additional reinforcing elements.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_47397_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_47397_S.3dm
Prongs,336_336_47399_S.3dm,Round,Prong,"Wireframe CAD model of an elevated 8-prong setting with square-tipped prongs radiating from an open central structure, designed to hold a round or cushion-cut stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_47399_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\336_336_47399_S.3dm
Prongs,337_337_22385_S.3dm,Round,Prong,"Wireframe rendering of a high-profile, 8-prong setting with a central support structure, designed to elevate a round stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_22385_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_22385_S.3dm
Prongs,337_337_236_S.3dm,Octagon/Cushion/Square,Basket,"An 8-prong basket style setting designed for an octagonal, cushion, or square-cut stone, featuring a high profile with visible gallery work.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_236_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_236_S.3dm
Prongs,337_337_239_S.3dm,Round,Basket,"A high-profile basket setting with 8 distinct prongs, presented as a wireframe. The prongs rise from a central base, forming an intricate, open structure designed to securely hold a round or cushion-shaped stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_239_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_239_S.3dm
Prongs,337_337_241_S.3dm,Round/Cushion,Peg,"An 8-prong peg-style setting with a high profile, featuring tall, angular prongs that flare slightly outwards from a central base, suitable for a round or cushion-shaped stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_241_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_241_S.3dm
Prongs,337_337_244_S.3dm,Princess,Basket,"A high-profile, 4-prong basket setting in a wireframe CAD model. It features four robust prongs designed to secure a square or princess-cut gemstone, rising from a structured base with a distinctly elevated profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_244_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_244_S.3dm
Prongs,337_337_251840_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting, likely for a round stone, featuring a substantial structural base with multiple supports beneath the prongs, giving it a raised appearance.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_251840_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_251840_S.3dm
Prongs,337_337_251862_S.3dm,Round,Basket,"Wireframe diagram of a 6-prong basket setting for a round stone, featuring a high profile with structural supports forming a gallery beneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_251862_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_251862_S.3dm
Prongs,337_337_251864_S.3dm,Octagonal (can fit Round),Peg,"A high-profile 8-prong peg setting, designed to secure a stone with an octagonal or round girdle. The distinct prongs extend upwards from a central, cage-like octagonal base, providing significant elevation for the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_251864_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_251864_S.3dm
Prongs,337_337_251868_S.3dm,Square,Basket,"An intricate, high-profile wireframe jewelry setting designed for a square or princess-cut stone. It features a complex basket-style under-gallery with multiple supporting struts, from which eight prongs extend upwards to secure the gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_251868_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_251868_S.3dm
Prongs,337_337_252221_S.3dm,Round,Peg/Prong,"An 8-prong peg setting, designed to hold a round stone. The prongs are individual upright structures, square in cross-section, forming a high-profile cradle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_252221_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\337_337_252221_S.3dm
Prongs,383_383_217_S.3dm,Marquise,Prong,"A wireframe model of a four-prong setting designed for a marquise-cut stone. The setting features a prominent V-shape at the top, with two prongs on each side to secure the stone's points and curved sides. It has a high profile, lifting the stone significantly, and is supported by a central stem, characteristic of a peg head style.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_217_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_217_S.3dm
Prongs,383_383_219_S.3dm,Princess/Square,Basket,"Wireframe model of a high-profile, four-prong basket setting. The prongs are shaped to hold a square or princess-cut stone, and an open support structure is visible below the intended stone placement.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_219_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_219_S.3dm
Prongs,383_383_221_S.3dm,Round,Peg,"High profile, 4-prong peg-style setting for a round stone, featuring broad, slightly flattened prongs that splay outward and curve inward to secure the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_221_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_221_S.3dm
Prongs,383_383_224_S.3dm,Round,Basket,"A high-profile 4-prong basket setting, featuring four square-profiled prongs that curve gracefully to form a round stone seating. The prongs are interconnected at the base with a square-sectioned structure, forming a geometric basket.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_224_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_224_S.3dm
Prongs,383_383_226_S.3dm,Round,Basket Prong,"Wireframe CAD model of a high-profile basket setting with four curving prongs, designed to securely hold a round or possibly square gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_226_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\383_383_226_S.3dm
Prongs,391_391_109_S.3dm,Round,Basket,"A 6-prong basket setting for a round stone, featuring an intricate open wire gallery with interwoven structural elements, designed for a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_109_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_109_S.3dm
Prongs,391_391_1202_S.3dm,Oval,Basket,"A 4-prong basket setting for an oval stone, featuring a high profile with two concentric oval bands forming the basket structure and straight prongs extending upwards from the top band.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1202_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1202_S.3dm
Prongs,391_391_1204_S.3dm,Round,Basket,"A 6-prong high profile basket setting designed for a round stone, featuring an open wire-frame gallery beneath the stone for light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1204_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1204_S.3dm
Prongs,391_391_1205_S.3dm,Oval,Basket,"A high-profile, four-prong basket setting designed for an oval-shaped stone. The wireframe shows an open, elevated structure with supporting elements beneath the main stone area.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1205_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1205_S.3dm
Prongs,391_391_1206_S.3dm,Round,Basket,"A 6-prong basket style setting, designed for a round stone, featuring a prominent gallery wireframe structure indicating a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1206_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1206_S.3dm
Prongs,391_391_1209_S.3dm,Round,Basket,"A high-profile 4-prong basket setting designed for a round stone, featuring an open gallery with two primary decorative rails encircling the base, suggesting a vintage or ornate style.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1209_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1209_S.3dm
Prongs,391_391_1210_S.3dm,Round,Basket,"Wireframe model of a high-profile 4-prong basket setting designed for a round stone, featuring an intricate open basket structure below the stone's seat.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1210_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\391_391_1210_S.3dm
